"","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","gtot","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","btot","g1SD","g2SD","g3SD","g4SD","g5SD","g6SD","g7SD","g8SD","g9SD","g10SD","g11SD","g12SD","g13SD","g14SD","gtotSD","b1SD","b2SD","b3SD","b4SD","b5SD","b6SD","b7SD","b8SD","b9SD","b10SD","b11SD","b12SD","b13SD","b14SD","btotSD","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","dtot","dlow1","dlow2","dlow3","dlow4","dlow5","dlow6","dlow7","dlow8","dlow9","dlow10","dlow11","dlow12","dlow13","dlow14","dtotlow","dhigh1","dhigh2","dhigh3","dhigh4","dhigh5","dhigh6","dhigh7","dhigh8","dhigh9","dhigh10","dhigh11","dhigh12","dhigh13","dhigh14","dtothigh","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","ttot","df1","df2","df3","df4","df5","df6","df7","df8","df9","df10","df11","df12","df13","df14","dftot","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","ptot"
"1",5.73,5.49,5.41,5.53,5.21,5.7,5.6,5.44,5.62,5.76,5.36,5.61,5.64,5.58,77.68,4.97,4.27,4.54545454545455,4.45,4.25,4.73,4.89,4.51,4.76,4.77777777777778,4.07,4.59,4.33,4.62,63.8585858585859,0.96247786279147,1.13257550420591,1.1200198410941,1.19303534454489,1.25766337774349,1.08711461300922,1.09175051725163,1.12204719107081,1.08971314917034,0.996154221154151,1.11482208572861,1.11821466651267,1.22696965954931,0.965882649667801,10.4503443469436,1.39591756869303,1.71066175393139,1.52712032104665,1.55293791299464,1.69595478308315,1.69285485962547,1.38458322504308,1.7144366215445,1.45032215160437,1.54890056831339,1.61592454069245,1.69428629829969,1.84804018496691,1.44795222868907,12.8912326645845,0.633889386517174,0.840970333312585,0.646095011373151,0.779935931949916,0.643009194222466,0.681850618923907,0.569460612675599,0.641892202548087,0.670433190544312,0.755078170935186,0.929279970336307,0.710580573343583,0.835165483967208,0.780011695338793,1.17847055404016,0.349009804876052,0.550714919850424,0.360214559776124,0.491403038723793,0.357921177569628,0.395845240052293,0.285977482550794,0.3568298576391,0.384702435445355,0.466485654252889,0.636333861893487,0.423865967930029,0.545078765646283,0.491476734451271,0.875956097173223,0.917242560224806,1.12926856219683,0.930414547967542,1.06663378954569,0.926550890507185,0.966225796058791,0.851560274782386,0.92541066157524,0.954558243273812,1.04187754234638,1.2200997450277,0.995603921392449,1.12330645363588,1.06671146638527,1.47841920382271,4.48227483728474,5.9465582546204,4.55708833297928,5.51497986372835,4.54676161600003,4.82141196397339,4.02669460841562,4.53886329212521,4.74067855366416,5.32577695646183,6.57100168645636,5.02456341990673,5.90551177126158,5.51551559178876,8.31208153296573,198,198,197,198,198,198,198,198,198,197,198,198,198,198,197,0.0000124845621780221,0.0000000121996274330073,0.00000908793727036148,0.00000010810526494353,0.00000947562668573416,0.00000283559139366838,0.0000805438971938693,0.00000980266509331288,0.00000406416002821704,0.000000272897753880548,0.000000000432075859413336,0.00000112446768503998,0.0000000150826170402913,0.000000107820252777636,0.0000000000000151510542344467
"2",5.7979797979798,5.47,5.29,5.49,5.32,5.74,5.73,5.58,5.66,5.55,5.3,5.64,5.6,5.6,77.6767676767677,5.06,4.28,4.42424242424242,4.31,4.69,4.96,4.94,4.61,4.71,4.90909090909091,4.14,4.71,4.3,4.63,64.7777777777778,1.00994845271367,1.29844506851834,1.3279816841867,1.2101840581273,1.39175058719934,1.11572778259237,1.12685313142307,1.16497713160891,1.21622034154668,1.28216199988121,1.19341628287971,1.16792140319475,1.44250063459538,1.11010055054632,12.1343064707921,1.38403596613511,1.6022711154086,1.53257758794776,1.59351590180109,1.43333333333333,1.65706324135761,1.39855625412766,1.62614373114539,1.4163190304305,1.37091440578095,1.56360112715759,1.695478240688,1.85592145427667,1.43305141695487,11.6457538513589,0.608665394204772,0.816023012476228,0.603982394849891,0.833985952973007,0.445956143804112,0.552185089429033,0.622051334574894,0.685763710557181,0.71966067417759,0.482955903194912,0.834004742057524,0.638825552408054,0.782136014953061,0.756755563655656,1.08462874948782,0.323629383537253,0.52648536705524,0.31904886503594,0.543933388626797,0.164771566197851,0.269053568098883,0.337438347483473,0.399663262152838,0.432716528910397,0.200423097841153,0.543951633992648,0.353833483416541,0.493543007381818,0.468846984580158,0.784888029031225,0.89222303222833,1.10365289323171,0.887447974408881,1.12209509712822,0.726041450541971,0.833972119107412,0.905163882073376,0.970225591160907,1.00489444445022,0.764296976571471,1.1221143928282,0.922280425590981,1.06888951137391,1.04287658522582,1.38194381342137,4.29308680270374,5.77015405726215,4.26005630200676,5.89717122761539,3.15338613395691,3.9045382120537,4.39856716924049,4.84908170026631,5.08876942864256,3.40642269797977,5.89730408650612,4.51717880102977,5.53053679983532,5.35106990761562,7.63103967023287,197,198,197,198,198,198,198,198,198,197,198,198,198,198,196,0.0000276285709370155,0.0000000301530552331942,0.0000316425557161261,0.0000000157451432941678,0.00186504272694285,0.000129423045727549,0.000017780947763375,0.00000250397066991754,0.000000834739447369726,0.000797782911690234,0.0000000157343698230666,0.0000107573478723212,0.000000100120524101633,0.00000024046717767237,0.000000000000992202759715184
"3",5.88,5.38,5.37,5.56,5.4,5.7,5.84,5.42,5.65,5.78,5.19,5.59,5.61,5.68,78.05,5.08,4.17,4.43434343434343,4.43,4.37,4.91,4.88,4.49,4.79,4.61616161616162,4.16,4.7,4.28,4.55,63.959595959596,1.02769723954169,1.44095927644179,1.34581281061376,1.36566851946236,1.30267789455786,1.23501114377666,1.13458041904165,1.25673940790998,1.15797629116882,1.17705333161015,1.45432132111528,1.40054102100408,1.4967641866049,1.10900811083553,13.0503105733391,1.39754474459007,1.70593142306542,1.5982236067509,1.68328082726393,1.69166106880698,1.7061682510849,1.46528860879716,1.72031826982537,1.5589105234753,1.56952528054401,1.66799946709291,1.70856428594066,1.91791132182482,1.50671895859912,13.4921891174866,0.652187923073727,0.766301361774562,0.633578817626513,0.737249566682165,0.682232401304391,0.530436578336756,0.732595707459602,0.61733822751236,0.626294769640998,0.839557250020615,0.658226067241953,0.569722843186755,0.773132547719142,0.854187383153519,1.06166656490455,0.366887446271462,0.478137693879272,0.347985742998687,0.449853464894357,0.396217768213981,0.247733871023604,0.445320129185476,0.332830130467853,0.34158673575102,0.548608339524192,0.372784363161179,0.286234301142599,0.484784606273883,0.563544077711514,0.763506944210616,0.935922121082271,1.05265784912574,0.917638426784709,1.02289851619518,0.966616015729525,0.811844236150856,1.0181338340455,0.900356261426608,0.909493039799956,1.12854184753944,0.942088408656733,0.851827327641182,1.0596593271219,1.14284760981705,1.357451774181,4.61166503013403,5.41856889343279,4.46880812729422,5.21314168027803,4.82411157307517,3.7507530153131,5.18023392612841,4.36524046959674,4.42857278634816,5.92163146532553,4.65436115700537,4.02854885814235,5.46687267248237,6.04001691031845,7.48823041700669,198,198,197,198,198,198,198,198,198,197,198,198,198,198,197,0.00000715824105752909,0.000000173356364633512,0.0000132525619924579,0.000000465186379681967,0.0000028014539265176,0.000231455389464567,0.000000543537988249242,0.0000204411332002219,0.0000156728494054738,0.0000000139719426098369,0.00000594284562466469,0.000079959342235212,0.000000136927851642458,0.00000000749964665610885,0.00000000000228639791492724
"4",5.96,5.64,5.53,5.56,5.4,5.97,5.8,5.55,5.84,5.91,5.6,5.79,5.86,5.82,80.23,4.98,4.18,4.27,4.36,4.21,4.68,4.91,4.37,4.77,4.6,4.13,4.55,4.17,4.4,62.58,0.941951552508263,1.26746386396798,1.35180388273364,1.50635019470603,1.34839972492648,1.03918188489744,1.10096376512636,1.22577536788975,1.05140598507643,1.11096463681002,1.31809473763221,1.14851683012958,1.26347284749758,1.16670995590683,11.7618240528629,1.42828568570857,1.75453237028669,1.61342223646859,1.71458390864897,1.695478240688,1.75165145742035,1.42909874827572,1.72711588867953,1.47610598836564,1.53082799276547,1.72711588867953,1.7254775360093,1.90721649203093,1.53082799276547,13.4923697104712,0.81004562405057,0.953937845290708,0.846562301670491,0.743573146294824,0.776863340033782,0.895727311280375,0.697696546609314,0.787941137598118,0.834976963331428,0.979457831474942,0.956857780428398,0.846030786324721,1.04469988885,1.04334984889406,1.39451737019366,0.520677151310632,0.660199297631733,0.556143418049659,0.456012199792145,0.488414152336415,0.603830821171918,0.411303206631948,0.49918879939173,0.544895706554342,0.684880511909983,0.663024219438528,0.555627481043168,0.747893234864276,0.746590551475216,1.08378188276662,1.09751827797699,1.24550447500592,1.13501302069072,1.02937379674593,1.06348375146998,1.18556065781011,0.982425904012758,1.07484218130848,1.12311284350001,1.2718168246551,1.24851407376152,1.13446696911047,1.33917316973489,1.33777810109101,1.70239219442828,5.72788753836647,6.74535919235543,5.98609944208096,5.25785614053287,5.49325335793118,6.33374855900347,4.93345959317882,5.57158521571472,5.90417872906204,6.92581274522202,6.76600625172029,5.98234106102797,7.38714375710665,7.37759753302951,9.86072688946368,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,0.0000000373536898251756,0.000000000163981301191725,0.00000000993584611737831,0.000000376090579621607,0.000000120303883566396,0.00000000157535877903113,0.00000170824493750867,0.0000000817130171377234,0.000000015186643867821,0.0000000000592307253482074,0.000000000146062223082101,0.0000000101319760699752,0.00000000000409541009007708,0.0000000000043323076596514,0.000000000000000000650594283110801
"5",5.94,5.64,5.4,5.64,5.34,5.85,5.64,5.59,5.76,5.56,5.41,5.64,5.76,5.67,78.84,4.98,4.23,4.45,4.41,4.34,4.71,4.84,4.55,4.68,4.53,4.18,4.63,4.26,4.54,63.33,0.940878592195893,1.26746386396798,1.39985569241831,1.31441118668275,1.39421604632797,1.18385605185561,1.08730042868667,1.05500251328151,1.13813599159043,1.26586896732017,1.31882255413415,1.33726692484441,1.31133365685319,1.11060089295586,12.6369028298596,1.3778918167207,1.73411986816705,1.53987406017899,1.60865713493515,1.73624464132951,1.72500914944141,1.42644574896751,1.7254775360093,1.46252859766567,1.54039874150438,1.64764907512112,1.79592692929126,1.88358137277867,1.47312627092894,13.1472276910228,0.813699823050202,0.928351470727531,0.645586044697275,0.83734963624144,0.635104114287063,0.77058944663165,0.6307852070179,0.727228005467737,0.824170170892053,0.730583503176542,0.824219780742234,0.637910801280121,0.924283128693072,0.866220202251793,1.20283001220987,0.524228057952728,0.63543485427051,0.360438652687354,0.547199563546408,0.350196923155579,0.48231027424794,0.34597596580343,0.440090599640242,0.534400194656285,0.443359827192304,0.534448383620849,0.352939636762835,0.631495436838655,0.57521919358113,0.900127763275443,1.10126846160341,1.21914348411588,0.929181504773655,1.12554965284048,0.918482240517497,1.05705265599552,0.914074836584782,1.01263917684844,1.11201616535351,1.01607392891179,1.1120670975702,0.921346767356677,1.21495381279501,1.15521473326822,1.50294180783746,5.75372662729092,6.56443620275942,4.56498270044845,5.92095606010411,4.49086425971858,5.44889023224029,4.46032497354517,5.14227854135005,5.82776316689446,5.16600549319156,5.82811396150923,4.51071053377318,6.53566868035189,6.12510179013026,8.50529258248299,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,0.0000000327741573646977,0.00000000044799737893802,0.00000876073630441592,0.0000000139270813350519,0.0000120363138646029,0.000000149521400791186,0.0000137041406801683,0.000000649876138378682,0.0000000224825005009767,0.000000581255435639816,0.0000000224422175929645,0.0000110590304233488,0.000000000524835668479117,0.00000000479552455127867,0.00000000000000440862554274006
"6",5.85,5.47,5.26,5.51,5.43,5.96,5.73,5.57,5.76,5.87,5.51,5.81,5.7,5.71,79.14,5.25,4.28,4.49,4.59,4.52,5,4.99,4.62,4.83,4.85,4.35,4.76,4.33,4.72,65.58,0.94681816969503,1.2098501451574,1.3455500921575,1.25926866702764,1.2968882727202,1.03396852422639,1.12685313142307,1.13933349291628,0.954733026303768,1.08855385486869,1.13257550420591,1.11640657305645,1.33711584684304,0.987753291898623,11.2994323626088,1.18385605185561,1.64580887975696,1.53409072203515,1.50484067413978,1.56010877631638,1.66969421987344,1.38895353384911,1.66229730290112,1.43586808994321,1.32096536478043,1.61041433905512,1.64605435800126,1.87517002596101,1.33393925626092,10.7112515184225,0.559748766250253,0.823887149788846,0.533646325207566,0.663063878453744,0.634345944678165,0.691294525277626,0.585113721913813,0.666661485127558,0.762752296003495,0.842730758926982,0.833243719230857,0.746593007201764,0.841255696109112,0.843500627676664,1.23168922103852,0.276464496079957,0.534125278189276,0.250881303964228,0.377508185957368,0.34945599148009,0.405058880610676,0.301303635060539,0.381020544333773,0.474683797210921,0.552423984587687,0.543212625108383,0.458952899946814,0.550991963462352,0.553171362837584,0.927838135715825,0.841671447092613,1.11172560171268,0.815108974257503,0.947029751664862,0.917708491146697,0.975879804251082,0.867505255543212,0.950704845872651,1.04902089835803,1.1310768881619,1.12133285918813,1.03246655669611,1.12956168298965,1.13186773517186,1.53290628020305,3.95802148376358,5.8257619054815,3.77344935309552,4.68856964814495,4.48550319100117,4.88819046620945,4.13737880530557,4.71400856889591,5.3934732086968,5.95900634351755,5.89192284249239,5.27920978178824,5.94857607430563,5.96445013765278,8.70935800510716,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,0.00010529747195333,0.0000000227136680239673,0.000212663661558815,0.0000051151328911346,0.0000123142360573769,0.00000209849050191057,0.0000519144158399373,0.00000457292029446442,0.000000195848462012719,0.0000000114373327709534,0.0000000161765563224987,0.000000339628915080029,0.0000000120727676550506,0.0000000111188113301984,0.00000000000000120772959731722
"7",5.88,5.71,5.43,5.62,5.35,5.82,5.61,5.4040404040404,5.62,5.83,5.33,5.67,5.77,5.69,78.6565656565657,4.95,4.37,4.38383838383838,4.33,4.45,4.84,4.91,4.58,4.77,4.66666666666667,4.03,4.56,4.36,4.45,63.7474747474747,0.913202821907266,1.18317327129165,1.22478610789844,1.4197737762607,1.32096536478043,1.13154939812809,1.1,1.24473742759547,1.18730660307141,1.06415423808029,1.23136616254574,1.11060089295586,1.39156913104044,1.07021191142387,12.4147391139969,1.40255898883851,1.7212574684594,1.56952528054401,1.62091756032617,1.62912258717397,1.68006733871779,1.4361494534084,1.68882243356761,1.45543217921098,1.4638501094228,1.68448055716733,1.75418691055763,1.87228591445178,1.47281768022791,13.3671417383039,0.785837552213472,0.907289304931592,0.743604197236117,0.846640861500882,0.606849536957198,0.684208887744048,0.547232062118515,0.555056915793114,0.63998659690492,0.909777477910813,0.881104128451741,0.756081843423254,0.854787310216791,0.963218229790512,1.15576739854597,0.49714306964577,0.61503487638217,0.455314765207945,0.556219674625015,0.322572305245449,0.398146272008479,0.264199557462293,0.271151570061359,0.354967956512261,0.616705296205945,0.589654665436267,0.468191161506831,0.564126273489486,0.669176845215807,0.853366904725127,1.07268500586528,1.19745866459361,1.03012434284041,1.13509372977691,0.889659873794346,0.968636257962076,0.828931298841354,0.83760442040344,0.923465507517486,1.20074929895088,1.17051840330353,1.04218635653194,1.14346409758937,1.25507072903019,1.45562508741543,5.55671062081184,6.41550420015158,5.24484781948272,5.98665494396894,4.29107422742351,4.83808744271921,3.869515020067,3.91497125124742,4.52538862539971,6.41691431943312,6.23034704159689,5.34630598616608,6.04425903526502,6.81098142047373,8.13154443124524,198,198,197,198,198,198,198,197,198,197,198,198,198,198,196,0.0000000879659135387203,0.00000000101206053984333,0.000000401894115442287,0.00000000990717460398034,0.0000277989416649591,0.00000263098164249287,0.000147972670201665,0.000124530539492061,0.0000103858261735614,0.00000000101326966843864,0.00000000274309027643259,0.000000246059305897697,0.00000000733498695750014,0.000000000113436986241154,0.0000000000000474036668159531
"8",5.8,5.39,5.36,5.6,5.27,5.71,5.54,5.34,5.58,5.61,5.28,5.56,5.45,5.57,77.06,5.01,4.21,4.18181818181818,4.22,4.26,4.65,4.8,4.5,4.68,4.49494949494949,4.12,4.44,4.17,4.42,62.2424242424242,1.06363204695662,1.19675487140108,1.27540843131393,1.31809473763221,1.23791124173918,1.15727824195088,1.25061600982892,1.1211465992321,1.20755199398693,1.10914472464238,1.34149020108086,1.17481999480857,1.43811745632331,1.05653330579903,12.5535781047605,1.49406232206766,1.7712348029758,1.54102825705884,1.67922541065754,1.74437045458477,1.78305718620938,1.51090313482641,1.80067327475704,1.53662361078181,1.50762509125796,1.71905541363608,1.74263239863365,1.93873331551476,1.51877143331927,13.8638355775097,0.609177831638247,0.780661756302444,0.833346509335765,0.91421088426946,0.667772971752923,0.705211837578515,0.533572006603081,0.560037714247273,0.651268810211693,0.84315888078335,0.752331522162014,0.75365192127485,0.749906904044236,0.879050598907787,1.12070789675743,0.324849657491606,0.492109047328023,0.542578259592787,0.621740285046518,0.382105610366859,0.418631735753345,0.250808431992166,0.276747571828416,0.365989729014822,0.552104669559169,0.464540209542069,0.465825672754008,0.462179602752328,0.587663402227336,0.820393888842731,0.892033958956638,1.06737795254646,1.12216275515215,1.20458336458896,0.951840358025772,0.990112026317654,0.81503337847043,0.841965615180766,0.934983607395064,1.13224166129477,1.03834440529408,1.03969701373645,1.0358607875061,1.16840655324569,1.41854862445656,4.30753775699921,5.52011221694458,5.87782537888952,6.46444715701485,4.72186796619585,4.98660072524794,3.77292384120352,3.96006465464461,4.60516592075983,5.94703477171182,5.31978721021158,5.32912384187716,5.30264257108289,6.21582639493792,7.90466539919062,198,198,197,198,198,198,198,198,198,197,198,198,198,198,197,0.0000259737852698049,0.000000105404732645542,0.0000000175074381767636,0.000000000775247019627097,0.00000441692953071915,0.00000133939011544205,0.000213081948480559,0.00010446649845356,0.0000073630832688798,0.0000000122526555462119,0.000000279579010672399,0.000000267299661306382,0.000000303572054878785,0.00000000296391403797019,0.000000000000186969957430144
"9",5.76,5.36,5.46,5.57,5.25,5.77,5.72,5.38,5.64,5.78,5.33,5.61,5.55,5.58,77.76,5.12,4.21,4.45454545454545,4.29,4.25,4.78,4.83,4.6,4.72,4.63636363636364,4.04,4.71,4.19,4.49,63.4141414141414,1.1020641789594,1.41078100012122,1.19273897505962,1.42314916131568,1.44512416019657,1.22972444971311,1.24786686676573,1.36166861392242,1.21870936865707,1.27588353225472,1.34881167302664,1.21351813444475,1.56589278113803,1.24867606655686,13.4818396370822,1.32023872956004,1.66542377899331,1.57319853095875,1.60362594192541,1.64761842204027,1.67319931854993,1.55085509160318,1.70560573084488,1.52474538361278,1.47395445790239,1.60126212846005,1.71914354998486,1.91588258006749,1.51420879763271,13.1047663092714,0.526292320443094,0.745126011305727,0.720738528789647,0.844285143046248,0.645293565355303,0.674248474742508,0.632310005535588,0.505427325879493,0.666552835810357,0.829937057952523,0.871369709768857,0.604852859851345,0.777293491380509,0.785411430890149,1.07899320318093,0.243669570689875,0.457524394322476,0.433040851406077,0.553932941445487,0.360152923256144,0.388426409206435,0.347466251032425,0.223198575733346,0.38091447556388,0.539267486707421,0.580214294672062,0.320619175935796,0.488832602698477,0.496728651552259,0.780211398850961,0.807629488484746,1.03096411112999,1.00671488345007,1.13267364699329,0.92888291211914,0.958456636381787,0.915630808827718,0.786418381947505,0.950593850195843,1.11866140127433,1.16050868483051,0.887624071142217,1.06392472688608,1.07224804598476,1.37537113256966,3.72144868671716,5.26883655432763,5.08356988192099,5.96999749903056,4.56291455918779,4.76765668695114,4.47110692726318,3.57391089526373,4.71324030220627,5.85377756727214,6.16151430698112,4.27695558820962,5.49629498727325,5.55369748803854,7.61044002975578,198,198,197,198,198,198,198,198,198,197,198,198,198,198,197,0.000258046739335003,0.000000356890043974744,0.000000858567412037759,0.0000000108031686195328,0.00000883918769583888,0.0000036053198195769,0.0000130914185621285,0.000441765796579854,0.00000458845078703608,0.0000000198061734446854,0.00000000395547294475101,0.0000294614228164988,0.000000118518654153835,0.000000089288245750751,0.00000000000110447065263189
"10",5.78,5.53,5.21,5.36,5.36,5.73,5.49,5.33,5.65,5.54,5.37,5.59,5.75,5.59,77.28,5.11,4.33,4.35353535353535,4.2,4.39,4.75,4.87,4.39,4.59,4.74747474747475,4.08,4.74,4.32,4.38,63.3434343434343,1.05006012333878,1.20147216094896,1.33556631199554,1.38184476316804,1.17653832247081,1.09040813413598,1.24312249410649,1.34130194553311,0.998736575616788,1.15836875899611,1.29220663200511,1.31114107139198,1.18385605185561,1.05500251328151,11.4380898313442,1.38458322504308,1.65178201902789,1.61821980364876,1.53082799276547,1.62614373114539,1.6598344812211,1.49514365378533,1.67509987641322,1.48456707290018,1.54089448143837,1.49531254122996,1.63682372880891,1.85254397840353,1.44095927644179,13.679391333996,0.545265624355564,0.830860858455266,0.577550784453435,0.795479342045731,0.683455779126135,0.697863357974704,0.450935442360208,0.619477664907774,0.837818476360545,0.581817217824795,0.923107046662578,0.573181740766805,0.919862942998068,0.958178200118797,1.10581567838845,0.262272209132732,0.540898579514662,0.293182375996343,0.506518564357844,0.397411460953482,0.411465891842743,0.169667939949769,0.334922043071092,0.547654785515132,0.297359123073396,0.630356533923734,0.289621603496587,0.627214774292456,0.664301591899755,0.806054197325577,0.826930233631396,1.11888589399475,0.860510454664937,1.08257357992943,0.96786646188421,0.982596487297786,0.731091979195431,0.902538510746273,1.12603118720485,0.864856972733532,1.21374275098339,0.855350048074854,1.21040237845358,1.24987512486275,1.40312840859924,3.85561020529736,5.87507347236195,4.07362678120989,5.62488837054349,4.83276216061225,4.93463912765528,3.18859509170259,4.38036857649895,5.92427126037922,4.10371912583075,6.52735252456196,4.05300695748517,6.50441324756149,6.77534302889122,7.79962642909055,198,198,197,198,198,198,198,198,198,197,198,198,198,198,197,0.000156014824962164,0.0000000176412061457497,0.0000670500565573276,0.0000000626705999949776,0.00000269471998676542,0.00000169908069299414,0.0016619689146311,0.0000191894036377745,0.0000000136905790882912,0.0000594972878744926,0.000000000549367730794049,0.0000726173153897438,0.00000000062303158771464,0.000000000138605992022576,0.000000000000353863125704004
